Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,BMI_Calc,Weekly_Calories,Monthly_Calories,Monthly_Fat_Loss_kg,Current_Fat_kg,Target_Fat_kg,Fat_kg_To_Lose,Months_To_Target
23,Female,47.4,1.6,196,154,50,0.76,585,Strength,33.5,1.6,3,1,18.52,18.515624999999996,1755,7020,0.9116883116883117,15.879000000000001,7.109999999999999,8.769000000000002,9.618418803418805
18,Female,57.2,1.75,193,160,74,1.29,1032,Cardio,33.5,2.4,3,2,18.68,18.677551020408163,3096,12384,1.6083116883116884,19.162000000000003,8.58,10.582000000000003,6.579570413436694
22,Female,44.8,1.72,166,132,54,1.48,977,Cardio,28.6,1.8,4,2,15.14,15.143320713899406,3908,15632,2.03012987012987,12.812800000000001,6.72,6.092800000000001,3.0011873080859783
58,Male,90.2,1.72,199,150,55,0.9,668,HIIT,28.3,2.1,2,1,30.49,30.48945375878854,1336,5344,0.694025974025974,25.526600000000002,13.53,11.996600000000003,17.28552020958084
43,Male,95.7,1.77,198,151,50,1.08,807,HIIT,24.2,3.4,3,1,30.55,30.546777745858467,2421,9684,1.2576623376623377,23.1594,14.355,8.804400000000001,7.000607187112764
51,Male,59.0,1.65,198,153,53,1.22,924,HIIT,20.7,2.3,3,2,21.67,21.6712580348944,2772,11088,1.44,12.213,8.85,3.3629999999999995,2.3354166666666663
43,Female,53.8,1.72,173,160,71,1.03,742,Strength,30.2,2.3,4,2,18.19,18.18550567874527,2968,11872,1.5418181818181818,16.2476,8.069999999999999,8.1776,5.303867924528302
26,Female,72.8,1.67,163,121,50,1.37,829,Strength,35.0,1.9,2,1,26.1,26.10348165943562,1658,6632,0.8612987012987013,25.479999999999997,10.92,14.559999999999997,16.90470446320868
43,Female,66.3,1.77,177,157,57,1.48,1046,HIIT,32.7,1.7,4,2,21.16,21.16250119697405,4184,16736,2.1735064935064936,21.6801,9.944999999999999,11.735100000000001,5.399155712237094
39,Female,56.0,1.6,184,151,69,0.89,672,Yoga,32.6,2.0,2,1,21.87,21.874999999999996,1344,5376,0.6981818181818182,18.256,8.4,9.856,14.116666666666665
43,Male,94.0,1.79,187,156,62,1.31,1012,HIIT,23.2,3.4,2,1,29.34,29.33741144159046,2024,8096,1.0514285714285714,21.808,14.1,7.708,7.330978260869566
18,Male,63.2,1.63,162,120,73,0.66,436,Cardio,27.5,2.2,3,1,23.79,23.787120328202043,1308,5232,0.6794805194805195,17.380000000000003,9.48,7.900000000000002,11.62652905198777
25,Male,95.6,1.9,190,160,72,1.47,1294,Cardio,23.8,2.4,4,2,26.48,26.481994459833793,5176,20704,2.688831168831169,22.7528,14.339999999999998,8.412800000000002,3.128794435857806
39,Male,59.7,1.83,170,154,59,1.35,1143,Strength,29.1,2.3,4,2,17.83,17.826749081788048,4572,18288,2.375064935064935,17.372700000000002,8.955,8.417700000000002,3.5441978346456704
31,Male,70.2,1.98,199,129,61,0.71,504,Yoga,24.2,2.5,2,1,17.91,17.906336088154273,1008,4032,0.5236363636363637,16.9884,10.53,6.458399999999999,12.333749999999998
43,Female,72.7,1.8,162,166,50,0.79,590,Cardio,32.8,2.1,3,1,22.44,22.438271604938272,1770,7080,0.9194805194805195,23.845599999999997,10.905,12.940599999999998,14.07381638418079
45,Female,50.4,1.79,182,130,59,0.74,433,Cardio,27.7,2.5,2,1,15.73,15.729846134639992,866,3464,0.44987012987012986,13.960799999999997,7.56,6.400799999999998,14.228106235565814
40,Male,81.7,1.74,166,133,58,0.91,666,Yoga,27.0,2.7,2,1,26.99,26.98507068304928,1332,5328,0.691948051948052,22.059,12.255,9.804,14.168693693693694
19,Female,49.1,1.68,193,164,58,1.42,1164,Cardio,25.3,2.6,4,2,17.4,17.39654195011338,4656,18624,2.418701298701299,12.4223,7.365,5.0573,2.090915485395189
43,Male,66.5,1.83,178,136,59,1.11,747,Yoga,27.1,2.4,3,2,19.86,19.85726656514079,2241,8964,1.1641558441558442,18.0215,9.975,8.0465,6.911875278893351
31,Male,75.5,1.93,168,135,68,0.6,446,Cardio,20.5,3.4,2,1,20.27,20.269000510080808,892,3568,0.4633766233766234,15.4775,11.325,4.1525,8.961392937219731
20,Male,74.8,1.75,184,121,73,1.33,885,Yoga,25.0,3.3,3,2,24.42,24.424489795918365,2655,10620,1.3792207792207791,18.7,11.219999999999999,7.48,5.423352165725047
40,Female,72.2,1.6,173,130,67,0.87,566,Yoga,29.2,1.9,3,1,28.2,28.203124999999996,1698,6792,0.8820779220779221,21.0824,10.83,10.2524,11.623009422850412
35,Male,62.8,1.63,184,160,63,1.41,1241,Cardio,21.9,3.7,4,2,23.64,23.63656893371975,4964,19856,2.5787012987012985,13.753199999999998,9.42,4.333199999999998,1.6803807413376304
55,Male,84.7,1.79,178,122,52,1.19,719,Cardio,23.3,2.4,3,2,26.43,26.434880309603322,2157,8628,1.1205194805194805,19.735100000000003,12.705,7.030100000000003,6.2739649976819685
32,Male,77.4,1.92,174,137,50,1.39,1047,Cardio,26.7,3.3,3,2,21.0,20.996093750000004,3141,12564,1.6316883116883116,20.665800000000004,11.610000000000001,9.055800000000003,5.549957020057309
42,Female,72.9,1.62,175,139,67,1.17,732,Yoga,25.7,2.0,4,2,27.78,27.777777777777775,2928,11712,1.521038961038961,18.735300000000002,10.935,7.800300000000002,5.128271004098362
54,Female,58.4,1.59,186,166,73,1.08,807,Cardio,32.5,1.9,2,1,23.1,23.10035204303627,1614,6456,0.8384415584415584,18.98,8.76,10.22,12.189281288723668
56,Male,90.2,1.61,163,168,51,1.38,1148,Yoga,22.6,2.3,3,2,34.8,34.79804019906639,3444,13776,1.789090909090909,20.3852,13.53,6.855200000000002,3.831666666666668
34,Female,59.0,1.62,178,150,56,1.13,847,Cardio,30.9,2.4,4,2,22.48,22.481329065691202,3388,13552,1.76,18.230999999999998,8.85,9.380999999999998,5.330113636363635
56,Male,58.7,1.86,187,159,65,1.09,858,Cardio,22.6,3.3,3,2,16.97,16.96727945427217,2574,10296,1.3371428571428572,13.266200000000001,8.805,4.461200000000002,3.3363675213675226
39,Male,127.5,1.82,180,161,70,1.26,1116,Strength,29.8,3.0,3,2,38.49,38.49172805216761,3348,13392,1.7392207792207792,37.995,19.125,18.869999999999997,10.849686379928315
43,Female,68.6,1.52,173,137,68,1.42,875,Yoga,28.1,2.6,4,2,29.69,29.691828254847643,3500,14000,1.8181818181818181,19.276600000000002,10.29,8.986600000000003,4.942630000000002
42,Female,56.7,1.53,192,149,74,1.07,717,Strength,27.4,1.9,3,1,24.22,24.22145328719723,2151,8604,1.1174025974025974,15.535799999999998,8.505,7.0307999999999975,6.292092050209202
34,Female,64.5,1.78,169,144,64,1.33,958,Yoga,27.8,1.8,4,2,20.36,20.357278121449312,3832,15328,1.9906493506493506,17.931,9.674999999999999,8.256000000000002,4.147390396659709
37,Male,75.1,1.82,189,127,60,1.23,859,Yoga,26.4,3.2,4,2,22.67,22.672382562492448,3436,13744,1.784935064935065,19.8264,11.264999999999999,8.5614,4.796477008149011
42,Male,79.3,1.93,181,147,50,1.22,888,Cardio,27.3,3.3,2,1,21.29,21.289162125157723,1776,7104,0.9225974025974026,21.6489,11.895,9.753900000000002,10.572217060810813
21,Female,72.6,1.68,162,127,70,1.19,756,Cardio,34.2,1.8,3,2,25.72,25.72278911564626,2268,9072,1.1781818181818182,24.8292,10.889999999999999,13.939200000000001,11.831111111111111
27,Male,76.7,1.7,196,150,56,0.96,792,HIIT,29.1,2.1,3,1,26.54,26.539792387543258,2376,9504,1.2342857142857142,22.319700000000005,11.505,10.814700000000004,8.761909722222226
20,Female,44.2,1.61,177,122,69,1.08,659,HIIT,32.4,2.5,2,1,17.05,17.051811272713245,1318,5272,0.6846753246753247,14.320800000000002,6.63,7.690800000000002,11.232769347496209
58,Female,56.5,1.7,170,122,57,0.74,406,Yoga,27.0,2.7,2,1,19.55,19.550173010380625,812,3248,0.4218181818181818,15.255,8.475,6.780000000000001,16.073275862068968
35,Male,100.9,1.63,161,163,59,1.1,986,Cardio,28.4,3.1,2,1,37.98,37.97658925815801,1972,7888,1.0244155844155844,28.6556,15.135,13.5206,13.198354462474645
53,Female,55.8,1.55,171,141,54,1.12,711,Strength,27.0,1.8,4,2,23.23,23.2258064516129,2844,11376,1.4774025974025975,15.066,8.37,6.6960000000000015,4.532278481012659
39,Male,58.3,1.93,165,136,58,1.35,1010,Cardio,27.4,3.7,4,2,15.65,15.651426883943193,4040,16160,2.0987012987012985,15.974199999999998,8.745,7.229199999999999,3.444606435643564
51,Male,48.6,1.77,199,155,74,1.47,1128,Strength,26.9,3.5,2,1,15.51,15.512783682849754,2256,9024,1.1719480519480518,13.073399999999998,7.29,5.783399999999998,4.934860372340424
59,Male,126.4,1.69,168,149,68,1.24,915,Strength,29.5,2.9,3,1,44.26,44.25615349602606,2745,10980,1.425974025974026,37.288,18.96,18.327999999999996,12.852969034608376
58,Female,75.4,1.78,161,140,63,1.05,662,Cardio,26.0,2.5,4,2,23.8,23.797500315616716,2648,10592,1.3755844155844157,19.604000000000003,11.31,8.294000000000002,6.029437311178249
23,Female,65.2,1.62,192,156,59,1.37,1069,Cardio,31.1,2.5,3,2,24.84,24.84377381496723,3207,12828,1.6659740259740259,20.2772,9.78,10.497200000000001,6.300938571874027
43,Female,70.1,1.66,169,151,58,0.99,673,Strength,34.6,2.6,2,1,25.44,25.439105820873856,1346,5384,0.6992207792207792,24.2546,10.514999999999999,13.739600000000001,19.649873699851415
51,Male,102.6,1.77,193,130,59,1.21,779,HIIT,21.0,3.4,2,1,32.75,32.74920999712726,1558,6232,0.8093506493506494,21.546,15.389999999999999,6.156000000000001,7.60609756097561
23,Male,107.2,1.93,167,139,55,1.15,879,HIIT,20.2,3.1,4,2,28.78,28.779296088485598,3516,14064,1.8264935064935064,21.6544,16.08,5.574400000000001,3.051968145620023
50,Female,61.6,1.75,192,166,74,1.22,911,Strength,25.5,2.2,4,2,20.11,20.114285714285714,3644,14576,1.892987012987013,15.708,9.24,6.468,3.4168221734357846
39,Male,81.7,1.75,165,165,55,1.32,1198,Cardio,29.1,2.8,4,2,26.68,26.677551020408163,4792,19168,2.489350649350649,23.774700000000003,12.255,11.519700000000002,4.627592341402338
23,Male,116.8,1.79,178,127,69,1.0,698,Strength,26.8,3.4,4,2,36.45,36.45329421678474,2792,11168,1.4503896103896103,31.302400000000002,17.52,13.782400000000003,9.502550143266477
21,Male,93.7,1.73,186,146,72,1.0,803,Cardio,27.8,3.6,2,1,31.31,31.30742757860269,1606,6424,0.8342857142857143,26.048600000000004,14.055,11.993600000000004,14.37589041095891
47,Female,41.6,1.58,160,163,68,1.03,756,Yoga,26.6,2.1,4,2,16.66,16.663996154462424,3024,12096,1.5709090909090908,11.065600000000002,6.24,4.825600000000001,3.071851851851853
47,Male,127.1,1.76,199,157,73,0.71,552,Strength,24.9,3.0,2,1,41.03,41.03176652892562,1104,4416,0.5735064935064935,31.6479,19.064999999999998,12.582900000000002,21.94029211956522
48,Female,69.1,1.6,191,166,53,1.34,1001,Strength,26.1,2.0,4,2,26.99,26.992187499999993,4004,16016,2.08,18.0351,10.364999999999998,7.6701000000000015,3.6875480769230773
41,Female,66.8,1.74,164,149,57,1.34,898,Yoga,29.2,2.3,3,1,22.06,22.063680803276522,2694,10776,1.3994805194805195,19.505599999999998,10.02,9.485599999999998,6.777943578322196
26,Male,125.5,1.76,176,163,66,1.15,1031,Yoga,23.2,3.1,4,2,40.52,40.515237603305785,4124,16496,2.1423376623376624,29.116,18.825,10.291,4.803631183317168
20,Female,71.3,1.58,167,167,54,1.07,893,HIIT,25.4,1.5,3,2,28.56,28.561128024355067,2679,10716,1.3916883116883116,18.1102,10.694999999999999,7.4152000000000005,5.328204553938037
57,Male,96.3,1.86,168,146,74,1.1,795,Strength,27.6,2.2,3,2,27.84,27.83558792924037,2385,9540,1.238961038961039,26.5788,14.444999999999999,12.133800000000003,9.793528301886793
54,Female,67.5,1.54,182,140,50,0.72,454,Cardio,25.2,1.5,3,1,28.46,28.461797942317425,1362,5448,0.7075324675324676,17.01,10.125,6.885000000000002,9.731002202643174
41,Female,64.9,1.57,166,123,53,1.04,576,HIIT,25.9,2.4,4,2,26.33,26.329668546391336,2304,9216,1.1968831168831169,16.8091,9.735000000000001,7.0741,5.910435112847222
48,Female,52.3,1.66,174,130,71,0.74,433,Yoga,33.0,1.8,3,1,18.98,18.97953258818406,1299,5196,0.6748051948051949,17.259,7.844999999999999,9.414000000000001,13.950692840646653
23,Female,56.7,1.55,179,132,73,1.38,911,Cardio,34.0,1.9,4,2,23.6,23.600416233090527,3644,14576,1.892987012987013,19.278000000000002,8.505,10.773000000000001,5.691005762897915
19,Female,46.8,1.63,184,128,63,1.35,864,HIIT,34.4,1.6,4,2,17.61,17.614513154428092,3456,13824,1.7953246753246754,16.099199999999996,7.02,9.079199999999997,5.057135416666664
37,Female,70.3,1.77,162,123,52,1.01,621,Strength,33.7,1.7,2,1,22.44,22.43927351655016,1242,4968,0.6451948051948052,23.691100000000002,10.545,13.146100000000002,20.375396537842192
21,Male,101.2,1.84,181,132,50,1.3,944,Yoga,24.3,3.3,2,1,29.89,29.891304347826086,1888,7552,0.9807792207792208,24.5916,15.18,9.4116,9.59604343220339
55,Female,49.3,1.76,194,161,73,1.28,927,Strength,30.5,2.0,2,1,15.92,15.915547520661157,1854,7416,0.9631168831168831,15.036499999999998,7.395,7.641499999999999,7.934135652642933
32,Male,49.3,1.62,167,158,74,1.18,1025,Strength,29.3,2.5,3,2,18.79,18.78524615150129,3075,12300,1.5974025974025974,14.444899999999999,7.395,7.049899999999999,4.413352032520325
28,Female,63.0,1.62,196,147,55,0.68,500,Strength,31.7,1.9,2,1,24.01,24.005486968449926,1000,4000,0.5194805194805194,19.971,9.45,10.521,20.252925000000005
22,Male,71.0,1.62,199,138,68,0.91,691,HIIT,21.2,3.5,2,1,27.05,27.053802773967377,1382,5528,0.717922077922078,15.052,10.65,4.401999999999999,6.131584659913168
21,Female,51.0,1.71,174,132,73,1.07,706,HIIT,34.2,2.2,3,2,17.44,17.441263978660103,2118,8472,1.1002597402597403,17.442,7.6499999999999995,9.792000000000002,8.899716713881022
37,Male,76.9,1.82,192,121,50,1.49,992,Strength,24.5,2.8,4,2,23.22,23.215795193817172,3968,15872,2.061298701298701,18.840500000000002,11.535,7.305500000000002,3.5441248739919367
37,Female,73.3,1.74,188,141,65,1.03,726,Cardio,25.5,2.4,3,2,24.21,24.210595851499537,2178,8712,1.1314285714285715,18.6915,10.995,7.696500000000002,6.802462121212123
29,Female,49.0,1.57,168,132,53,1.33,878,Yoga,26.5,2.6,3,2,19.88,19.879102600511175,2634,10536,1.3683116883116884,12.985000000000001,7.35,5.635000000000002,4.1182137433561135
18,Male,114.5,1.97,192,128,60,1.03,725,Cardio,24.1,2.6,3,1,29.5,29.503465690947976,2175,8700,1.12987012987013,27.594500000000004,17.175,10.419500000000003,9.221856321839082
31,Female,53.5,1.76,172,133,69,1.22,811,Strength,27.6,1.8,4,2,17.27,17.271435950413224,3244,12976,1.6851948051948051,14.766000000000002,8.025,6.741000000000001,4.0001310110974115
55,Male,52.1,1.68,180,167,50,0.77,637,Yoga,23.6,3.0,3,1,18.46,18.459467120181408,1911,7644,0.9927272727272727,12.2956,7.8149999999999995,4.480600000000001,4.513424908424909
54,Female,70.1,1.52,180,139,65,0.76,475,HIIT,26.6,2.1,2,1,30.34,30.341066481994456,950,3800,0.4935064935064935,18.6466,10.514999999999999,8.1316,16.477189473684213
28,Male,86.9,1.78,164,134,68,1.29,951,HIIT,24.9,3.7,4,2,27.43,27.427092538820858,3804,15216,1.9761038961038961,21.6381,13.035,8.603100000000001,4.353566640378549
53,Male,73.4,1.76,169,151,70,1.09,815,Yoga,27.9,2.8,3,2,23.7,23.69576446280992,2445,9780,1.2701298701298702,20.4786,11.01,9.4686,7.454828220858896
30,Male,90.0,1.66,165,152,71,1.32,1104,Cardio,26.6,2.1,4,2,32.66,32.660763536072004,4416,17664,2.294025974025974,23.94,13.5,10.440000000000001,4.550951086956522
50,Female,70.4,1.55,160,143,58,0.73,470,Strength,29.9,2.7,2,1,29.3,29.30280957336108,940,3760,0.4883116883116883,21.0496,10.56,10.489600000000001,21.48136170212766
23,Male,57.7,1.71,179,149,58,1.15,942,Strength,27.0,3.4,3,2,19.73,19.732567285660547,2826,11304,1.468051948051948,15.579000000000002,8.655,6.924000000000003,4.716454352441616
27,Male,75.7,1.76,167,132,66,0.68,494,Cardio,25.3,2.3,3,1,24.44,24.43827479338843,1482,5928,0.7698701298701298,19.1521,11.355,7.7971,10.127812078272607
27,Male,104.3,1.68,162,135,62,1.28,950,Cardio,29.7,3.5,3,2,36.95,36.95436507936508,2850,11400,1.4805194805194806,30.977099999999997,15.645,15.332099999999997,10.355892105263155
19,Female,65.7,1.58,170,121,57,1.46,883,Cardio,25.9,1.9,3,2,26.32,26.31789777279282,2649,10596,1.376103896103896,17.0163,9.855,7.161300000000001,5.204040203850511
30,Male,120.3,1.96,171,136,65,0.66,494,Yoga,23.9,2.6,2,1,31.32,31.315077051228656,988,3952,0.5132467532467533,28.7517,18.044999999999998,10.706700000000001,20.8607262145749
57,Female,51.9,1.57,169,151,67,1.05,713,HIIT,29.1,2.6,3,2,21.06,21.055620917684287,2139,8556,1.1111688311688313,15.102900000000002,7.784999999999999,7.3179000000000025,6.58576788218794
37,Female,66.9,1.75,184,127,50,1.38,876,Strength,26.5,2.1,4,2,21.84,21.844897959183676,3504,14016,1.8202597402597402,17.728500000000004,10.035,7.693500000000004,4.226594606164386
18,Female,66.9,1.75,170,122,61,0.94,573,Yoga,26.8,1.7,2,1,21.84,21.844897959183676,1146,4584,0.5953246753246754,17.9292,10.035,7.894200000000001,13.260327225130892
54,Male,78.7,1.66,195,131,55,1.42,921,Yoga,22.9,2.6,3,2,28.56,28.560023225431852,2763,11052,1.4353246753246753,18.022299999999998,11.805,6.217299999999998,4.3316331885631545
34,Male,102.1,1.71,185,135,72,0.96,713,HIIT,27.3,3.2,2,1,34.92,34.916726514141104,1426,5704,0.7407792207792208,27.8733,15.314999999999998,12.558300000000003,16.952824333800844
41,Male,101.1,1.83,160,162,66,0.79,634,Yoga,28.6,3.2,2,1,30.19,30.189017289259155,1268,5072,0.6587012987012987,28.9146,15.165,13.749600000000001,20.873801261829655
55,Male,118.6,1.72,163,168,67,0.77,640,Strength,25.9,2.6,3,1,40.09,40.08923742563548,1920,7680,0.9974025974025974,30.717399999999998,17.79,12.927399999999999,12.961065104166666
52,Male,84.8,1.85,189,152,50,1.19,895,Cardio,23.4,3.2,2,1,24.78,24.777209642074503,1790,7160,0.9298701298701298,19.8432,12.719999999999999,7.123200000000001,7.6604245810055875
47,Male,80.0,1.77,171,149,68,0.72,531,HIIT,28.2,3.5,3,1,25.54,25.53544639152223,1593,6372,0.8275324675324676,22.56,12.0,10.559999999999999,12.760828625235403
48,Male,73.1,1.83,194,131,71,1.05,681,Yoga,28.0,2.8,4,2,21.83,21.828062946041978,2724,10896,1.4150649350649351,20.468,10.964999999999998,9.503000000000002,6.715592878120412
22,Male,117.3,1.68,172,134,57,1.24,914,Yoga,28.5,2.7,3,2,41.56,41.56037414965987,2742,10968,1.4244155844155844,33.430499999999995,17.595,15.835499999999996,11.117190919037197
31,Female,77.4,1.71,190,137,52,1.26,863,Cardio,26.2,1.8,4,2,26.47,26.469682979378273,3452,13808,1.7932467532467533,20.278800000000004,11.610000000000001,8.668800000000003,4.834136732329086
28,Female,72.9,1.67,197,147,74,1.13,831,Cardio,34.7,2.2,3,2,26.14,26.139338090286497,2493,9972,1.295064935064935,25.296300000000006,10.935,14.361300000000005,11.08925090252708
26,Female,71.2,1.5,182,142,54,1.15,816,Cardio,34.6,2.6,2,1,31.64,31.644444444444446,1632,6528,0.8477922077922078,24.635200000000005,10.68,13.955200000000005,16.460637254901968
29,Female,75.6,1.8,175,149,57,1.31,976,Yoga,25.7,1.9,4,2,23.33,23.33333333333333,3904,15616,2.028051948051948,19.429199999999998,11.339999999999998,8.0892,3.9886552254098357
52,Female,70.6,1.58,181,164,67,1.02,753,HIIT,34.9,2.0,3,2,28.28,28.280724242909784,2259,9036,1.1735064935064936,24.639399999999995,10.589999999999998,14.049399999999997,11.972153607791054
18,Male,118.6,1.64,188,134,67,0.94,693,Cardio,25.6,2.7,3,1,44.1,44.0957763236169,2079,8316,1.08,30.3616,17.79,12.5716,11.64037037037037
39,Male,102.3,1.94,192,134,50,0.89,656,Yoga,22.9,2.4,3,1,27.18,27.18142204272505,1968,7872,1.0223376623376623,23.426699999999997,15.344999999999999,8.081699999999998,7.905118140243901
46,Male,72.6,1.87,188,161,64,1.31,1044,HIIT,22.6,3.4,4,2,20.76,20.76124567474048,4176,16704,2.1693506493506494,16.4076,10.889999999999999,5.5176,2.543433908045977
25,Female,63.8,1.68,198,165,67,0.95,784,Cardio,31.6,1.9,2,1,22.6,22.604875283446713,1568,6272,0.8145454545454546,20.1608,9.569999999999999,10.5908,13.002098214285713
28,Female,67.3,1.67,171,157,74,0.61,479,Strength,29.2,2.3,3,1,24.13,24.1313779626376,1437,5748,0.7464935064935065,19.6516,10.094999999999999,9.5566,12.801986778009741
54,Female,70.7,1.57,198,163,65,1.14,836,Cardio,31.8,2.1,3,1,28.68,28.682705180737557,2508,10032,1.302857142857143,22.4826,10.605,11.877600000000001,9.11657894736842
47,Male,98.2,1.9,199,148,64,0.76,557,HIIT,22.9,3.0,3,1,27.2,27.202216066481995,1671,6684,0.8680519480519481,22.4878,14.73,7.7578,8.937022740873727
52,Male,63.6,1.62,168,150,55,1.3,965,Strength,20.8,2.3,4,2,24.23,24.234110653863738,3860,15440,2.005194805194805,13.228800000000001,9.54,3.6888000000000023,1.8396217616580324
38,Female,45.2,1.68,193,144,58,1.01,727,HIIT,29.9,2.4,3,2,16.01,16.014739229024947,2181,8724,1.132987012987013,13.514800000000001,6.78,6.734800000000001,5.94428702430078
54,Male,117.2,1.62,172,143,56,1.04,736,HIIT,23.1,2.3,4,2,44.66,44.657826550830656,2944,11776,1.5293506493506495,27.073200000000003,17.58,9.493200000000005,6.207340353260872
22,Male,107.4,1.74,195,138,63,1.34,1017,Strength,22.0,2.2,2,1,35.47,35.47364248910028,2034,8136,1.0566233766233766,23.628,16.11,7.518000000000001,7.115117994100296
36,Female,59.1,1.78,184,121,60,0.85,514,Cardio,34.5,2.2,2,1,18.65,18.652947860118672,1028,4112,0.5340259740259741,20.389499999999998,8.865,11.524499999999998,21.580410992217892
31,Female,53.3,1.64,183,141,70,0.57,402,Strength,29.4,2.4,3,1,19.82,19.81707317073171,1206,4824,0.6264935064935065,15.670199999999998,7.994999999999999,7.6751999999999985,12.2510447761194
43,Male,46.2,1.63,176,139,65,1.18,812,Strength,21.7,2.1,2,1,17.39,17.388686062704657,1624,6496,0.8436363636363636,10.025400000000001,6.930000000000001,3.0954000000000006,3.6691163793103456
21,Male,67.0,1.61,161,152,74,1.32,1104,Yoga,22.0,2.1,3,2,25.85,25.847768218818715,3312,13248,1.7205194805194806,14.74,10.049999999999999,4.690000000000001,2.7259208937198074
42,Male,70.2,1.87,188,165,65,1.38,1127,HIIT,22.7,3.4,3,2,20.07,20.074923503674682,3381,13524,1.7563636363636363,15.9354,10.53,5.4054,3.077608695652174
57,Female,75.6,1.67,186,153,65,1.05,723,Cardio,31.6,1.8,3,2,27.11,27.107461723260066,2169,8676,1.1267532467532468,23.889599999999998,11.339999999999998,12.5496,11.137842323651451
25,Female,62.6,1.65,174,142,61,1.2,852,Cardio,27.9,2.2,3,1,22.99,22.99357208448118,2556,10224,1.3277922077922077,17.4654,9.39,8.075399999999998,6.081825117370891
57,Male,96.1,1.74,199,144,54,1.21,862,Cardio,21.6,2.8,3,2,31.74,31.741313251420266,2586,10344,1.3433766233766233,20.7576,14.415,6.342600000000001,4.721386310904873
31,Female,76.7,1.62,174,127,74,1.39,883,Yoga,28.1,2.3,4,2,29.23,29.22572778539856,3532,14128,1.8348051948051949,21.5527,11.505,10.0477,5.476167185730464
49,Male,57.2,1.89,192,135,62,1.14,762,Cardio,21.1,3.5,2,1,16.01,16.012989557963106,1524,6096,0.7916883116883117,12.069200000000002,8.58,3.489200000000002,4.407290026246722
55,Male,69.9,1.81,179,167,57,1.2,992,Strength,20.2,2.1,4,2,21.34,21.336345044412564,3968,15872,2.061298701298701,14.1198,10.485000000000001,3.6347999999999985,1.7633543346774188
50,Female,67.9,1.77,171,164,73,1.03,760,Yoga,33.0,2.4,3,2,21.67,21.673210124804495,2280,9120,1.1844155844155844,22.407000000000004,10.185,12.222000000000003,10.319013157894739
32,Male,102.8,1.98,168,120,61,1.24,818,Strength,27.8,2.8,3,2,26.22,26.22181410060198,2454,9816,1.2748051948051948,28.578400000000002,15.419999999999998,13.158400000000004,10.32189079054605
50,Female,51.8,1.5,182,141,58,1.32,838,HIIT,33.0,2.2,3,1,23.02,23.022222222222222,2514,10056,1.305974025974026,17.094,7.77,9.324000000000002,7.139498806682578
34,Female,66.5,1.69,191,157,52,0.81,636,Cardio,28.1,2.3,3,1,23.28,23.283498476944086,1908,7632,0.9911688311688311,18.686500000000002,9.975,8.711500000000003,8.789118186582812
50,Male,95.4,1.61,173,133,50,1.16,764,Strength,21.5,3.6,4,2,36.8,36.80413564291501,3056,12224,1.5875324675324676,20.511,14.31,6.200999999999999,3.906061845549737
19,Female,69.2,1.6,186,155,74,1.17,907,Cardio,32.4,1.6,3,1,27.03,27.031249999999996,2721,10884,1.4135064935064936,22.420800000000003,10.38,12.040800000000003,8.518390297684675
31,Female,66.6,1.67,184,137,71,1.02,699,Yoga,31.0,1.5,4,2,23.88,23.880382946681486,2796,11184,1.4524675324675325,20.645999999999997,9.989999999999998,10.655999999999999,7.336480686695278
23,Female,44.1,1.62,196,122,58,0.58,354,Yoga,25.7,2.7,2,1,16.8,16.80384087791495,708,2832,0.3677922077922078,11.3337,6.615,4.7187,12.82979872881356
20,Male,55.0,1.6,172,168,67,1.12,1035,Yoga,24.0,3.2,4,2,21.48,21.484374999999996,4140,16560,2.1506493506493505,13.2,8.25,4.949999999999999,2.3016304347826084
25,Male,66.6,1.61,184,166,56,1.38,1260,Strength,25.0,3.0,2,1,25.69,25.69345318467651,2520,10080,1.309090909090909,16.65,9.989999999999998,6.66,5.0875
32,Male,126.4,1.83,198,146,62,1.1,883,HIIT,28.2,2.1,3,2,37.74,37.74373674938039,2649,10596,1.376103896103896,35.6448,18.96,16.684799999999996,12.124665911664776
46,Male,88.7,1.63,166,146,66,0.75,542,Strength,28.8,3.5,2,1,33.38,33.38477172644812,1084,4336,0.5631168831168831,25.545600000000004,13.305,12.240600000000004,21.737227859778606
